district_label_post,report_year,title,fund_source,award_date,start_date,completion_date,,,district_label_post_agg,award_date_txt,start_date_txt,completion_date_txt
Amansie West District Assembly,2013,RENOVATION OF AREA COUNCIL,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,RENOVATION OF AREA COUNCIL,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,COMPLETION OF 3 UNIT CLASSROOM BLOCK,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,CONSTRUCTION OF A SLAUGHTER HOUSE,ddf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF A 20 OPEN MARKET SHED,ddf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF A 20 OPEN MARKET SHED,ddf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF 1 NO 2 UNIT NURSES QUARTERS,ddf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,COMPLETION OF ABOUSO RURAL CLINIC,ddf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF A 1 NO 2 UNIT DAYCARE CENTRE,ddf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF 1 NO 3 BEDROOM MEDICAL OFFICERS BUNGALOW,ddf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF 1 NO 6 UNIT CLASSROOM BLOCK WITH OFFICE STORE STAFF COMMON RUM AND LIBRARY,dacf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF 1 NO 6 UNIT CLASSROOM BLOCK WITH OFFICE STORE STAFF COMMON RUM AND LIBRARY,dacf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF 1 NO 4 UNIT TEACHERS BUNGALOW,dacf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF 1 NO 4 UNIT TEACHERS BUNGALOW,dacf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF 1 NO 4 UNIT TEACHERS BUNGLOW,dacf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,COMPLETION OF POLICE STATION,ddf,6/4/2012,,,,,Amansie West District Assembly,2012-06-04,,
Amansie West District Assembly,2013,CONSTRUCTION OF POLICE STATION AT TONTOKROM,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1 NO 6 UNIT CLASSROOM BLOCK AT D/A PRIMARY SCHOOL,getfund,Oct-07,,,,,Amenfi Central District Assembly,2007-10-01,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 2 NO 3 UNIT TEACHERS ACCOMMODATION BLOCK AT METHODIST PRIMARY SCHOOL,getfund,Sep-07,,,,,Amenfi Central District Assembly,2007-09-01,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1 NO 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,7/17/2008,,,,,Amenfi Central District Assembly,2008-07-17,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,9/4/2010,,,,,Amenfi Central District Assembly,2010-09-04,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1 NO 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES FOR AMUNI D/A PRIMARY,ddf,1/19/2011,,,,,Amenfi Central District Assembly,2011-01-19,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF CHPS COMPOUND AT KYEIKROM,ddf,1/19/2011,,,,,Amenfi Central District Assembly,2011-01-19,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES FOR MANSO AMENFI ARABIC PRIMARY SCH,ddf,3/2/2012,,,,,Amenfi Central District Assembly,2012-03-02,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1 NO 2 UNIT KINDERGARTEN BLOCK OFFICE STORE TOILET AND KITCHEN,dacf,Feb-07,,,,,Amenfi Central District Assembly,2007-02-01,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1 NO 2 BEDROOM SEMI-DETACHED BUNGALOW AT ANYINABRIM,dacf,1/19/2011,,,,,Amenfi Central District Assembly,2011-01-19,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNIT CLASSROOM BLOCK OFFICE STORE 6 SEATER VAULT CHAMBER TOILET & URINAL,multiple,Jan-08,,,,,Amenfi Central District Assembly,2008-01-01,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNIT TEACHERS ACCOMMODATION BLOCK,other donor,Sep-11,,,,,Amenfi Central District Assembly,2011-09-01,,
Amenfi Central District Assembly,2013,CONSTRUCTION OF 1NO GIRLS DORMITORY AT MANSO AMENFI NVTI,dacf,,,,,,Amenfi Central District Assembly,,,
Amenfi Central District Assembly,2013,SECTIONAL RESHAPING OF FEEDER ROAD FROM PENSANOM TO AMUNI (16.4KM),igf,Apr-13,,,,,Amenfi Central District Assembly,2013-04-01,,
Amenfi Central District Assembly,2013,RESHAPING OF FEEDER ROAD FROM BUNGALOW TO JUABO (8.7KM),igf,Apr-13,,,,,Amenfi Central District Assembly,2013-04-01,,
Amenfi Central District Assembly,2013,RESHAPING OF AGONA AMENFI-ANKASI FEEDER ROAD (6.4KM),igf,Apr-13,,,,,Amenfi Central District Assembly,2013-04-01,,
Amenfi Central District Assembly,2013,RESHAPING OF ADJEI NKWANTA-MANSO AMENFI FEEDER ROAD (30.1KM),igf,May-13,,,,,Amenfi Central District Assembly,2013-05-01,,
Amenfi Central District Assembly,2013,RESHAPING OF NKAKAA-DYUBOASE FEEDER ROAD (4.2KM),igf,May-13,,,,,Amenfi Central District Assembly,2013-05-01,,
Amenfi West District Assembly,2013,,,,,,,,Amenfi West District Assembly,,,
Aowin District Assembly,2013,CONSTRUCTION OF SEMI-DETACHED STAFF ACCOMMODATION FOR DBA AND DPO,dacf,,1/25/2010,,,,Aowin District Assembly,,2010-01-25,
Aowin District Assembly,2013,CONSTRUCTION OF 2NO 40-UNIT MARKET SHEDS WITH ANCILLARY FACILITIES,ddf,,8/24/2011,,,,Aowin District Assembly,,2011-08-24,
Aowin District Assembly,2013,CONSTRUCTION OF COMMUNITY CENTRE COMPLEX (PHASE II),ddf,,5/17/2012,,,,Aowin District Assembly,,2012-05-17,
Aowin District Assembly,2013,REHABILITATION OF OLD MARKET (PHASE II),dacf,,5/17/2012,,,,Aowin District Assembly,,2012-05-17,
Aowin District Assembly,2013,REFURBISHMENT OF THE ASSEMBLY HALL AND 1NO 2-UNITS SEMI-DETACHED STAFF QUARTERS,dacf,,5/17/2012,,,,Aowin District Assembly,,2012-05-17,
Aowin District Assembly,2013,CONSTRUCTION OF CHPS COMPOUND,dacf,,4/1/2008,,,,Aowin District Assembly,,2008-04-01,
Aowin District Assembly,2013,REHABILITATION OF YIWABRA HEALTH CENTRE,dacf,,10/12/2009,,,,Aowin District Assembly,,2009-10-12,
Aowin District Assembly,2013,REHABILITATION OF AKONTOMBRA NKWANTA HEALTH CENTER,dacf,,10/12/2009,,,,Aowin District Assembly,,2009-10-12,
Aowin District Assembly,2013,CONSTRUCTION OF HEALTH CENTRE,dacf,,1/25/2010,,,,Aowin District Assembly,,2010-01-25,
Aowin District Assembly,2013,CONSTRUCTION OF HEALTH CENTRE,ddf,,10/26/2010,,,,Aowin District Assembly,,2010-10-26,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO 4-UNIT HEALTH STAFF RESIDENTIAL ACCOMODATION,ddf,,10/26/2010,,,,Aowin District Assembly,,2010-10-26,
Aowin District Assembly,2013,REHABILITATION OF NYANNEY CAMP DA PRIMARY,dacf,,8/25/2011,,,,Aowin District Assembly,,2011-08-25,
Aowin District Assembly,2013,COMPLETION OF 1 NO 6-UNITS CLASSROOM BLOCK WITH ANCILLARY FACILITIES,dacf,,8/24/2011,,,,Aowin District Assembly,,2011-08-24,
Aowin District Assembly,2013,CONSTRUCTION OF 1 NO 3-UNITS CLASSROOM BLOCK WITH 2- SEATER KVIP TOILET,dacf,,8/16/2011,,,,Aowin District Assembly,,2011-08-16,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO 6-UNIT CLASSROOM BLOCK,getfund,,8/2/2008,,,,Aowin District Assembly,,2008-08-02,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO 6-UNITS CLASSROOM BLOCK,getfund,,8/2/2008,,,,Aowin District Assembly,,2008-08-02,
Aowin District Assembly,2013,CONSTRUCTION OF 1 NO-UNITS CLASSROOOM BLOCK,getfund,,8/2/2008,,,,Aowin District Assembly,,2008-08-02,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO 6-UNITS CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,,8/11/2011,,,,Aowin District Assembly,,2011-08-11,
Aowin District Assembly,2013,PROVISION OF 850 DUAL DESK FOR BASIC SCHOOLS,dacf,,5/17/2012,,,,Aowin District Assembly,,2012-05-17,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO 6-UNITS CLASSROOM BLOCK WITH A`NCILLARY FACILITIES,getfund,,12/21/2011,,,,Aowin District Assembly,,2011-12-21,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO 6-UNITS CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,,10/25/2011,,,,Aowin District Assembly,,2011-10-25,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO.3- UNITS CLASSROOM BLOCK WITH ANCILLARY FACILITES,getfund,,10/25/2011,,,,Aowin District Assembly,,2011-10-25,
Aowin District Assembly,2013,CONSTRUCTION OF 1 NO 6- UNITS CLASSROOM BLOCK WITH ANCILLARY FACILITIES,other donor,,12/21/2011,,,,Aowin District Assembly,,2011-12-21,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO.3 UNITS CLASSROOM BLOCK WITH ANCILLARY FACILITIES,other donor,,4/23/2012,,,,Aowin District Assembly,,2012-04-23,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO KINDERGARTEN BLOCK AT KWAWU R/C PRIMARY SCHOOL,other donor,,4/23/2012,,,,Aowin District Assembly,,2012-04-23,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO 3-UNITS CLASSROOM BLOCK WITH ANCILLARY FACILITIES,ddf,,12/23/2013,,,,Aowin District Assembly,,2013-12-23,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO. 3-UNITS CLASSROOM BLOCK WITH OFFICE STORE AND LIBRARY,dacf,,12/23/2013,,,,Aowin District Assembly,,2013-12-23,
Aowin District Assembly,2013,CONSTRUCTION OF 1NO. 12NO. WATER CLOSET,dacf,,8/24/2011,,,,Aowin District Assembly,,2011-08-24,
Aowin District Assembly,2013,CONSTRUCTION OF 5NO. BOREHOLE,dacf,,n/a,,,,Aowin District Assembly,,n/a,
Aowin District Assembly,2013,RELOCATION OF 6NO. BOREHOLE,other/unknown,,n/a,,,,Aowin District Assembly,,n/a,
Aowin District Assembly,2013,RECONSTRUCTION OF ENCHI - ASANKRAGWA TRUNK ROAD (56.4KM),other donor,,12/5/2006,,,,Aowin District Assembly,,2006-12-05,
Aowin District Assembly,2013,CONSTRUCTION OF ENCHI DADIESO ROAD (30KM),other gog,,7/1/2010,,,,Aowin District Assembly,,2010-07-01,
Aowin District Assembly,2013,REHABILITATION OF 8.5KM FEEDER ROAD,other gog,,7/21/2010,,,,Aowin District Assembly,,2010-07-21,
Asante Akim Central Municipal Assembly,2013,CONSTRUCTION OF 1 NO. COMMUNITY HEALTH PLANNING,other/unknown,1/10/2012,2/10/2012,,,,Asante Akim Central Municipal Assembly,2012-01-10,2012-02-10,
Asante Akim Central Municipal Assembly,2013,"KUMAWU, KONONGO AND KWAHU RIDGE( 3KS) WATER",other/unknown,1/14/2011,,,,,Asante Akim Central Municipal Assembly,2011-01-14,,
Asante Akim Central Municipal Assembly,2013,MAINTENANCE OF MCES OFFICE AND ADMINISTRATION BLOCK,dacf,,7/15/2013,,,,Asante Akim Central Municipal Assembly,,2013-07-15,
Asante Akim Central Municipal Assembly,2013,REFURBISHMENT OF MCDS OFFICE,dacf,,7/15/2013,,,,Asante Akim Central Municipal Assembly,,2013-07-15,
Asante Akim Central Municipal Assembly,2013,LEVELLING OF FINAL DISPOSAL SITE AND EVACUATION OF REFUSE,dacf,,,,,,Asante Akim Central Municipal Assembly,,,
Asante Akim Central Municipal Assembly,2013,WASTE MANAGEMENT,igf,,1/1/2013,,,,Asante Akim Central Municipal Assembly,,2013-01-01,
Asante Akim Central Municipal Assembly,2013,WASTE MANAGEMENT,dacf,,1/1/2013,,,,Asante Akim Central Municipal Assembly,,2013-01-01,
Asante Akim North District Assembly,2013,CONSTRUCTION OF 1NO. 6 UNIT CLASSROOM BLOCK,getfund,,9/19/2007,,,,Asante Akim North District Assembly,,2007-09-19,
Asante Akim North District Assembly,2013,"CONSTRUCTION OF 1NO. 6 UNIT CLASSROOM BLOCK, LIBRARY",getfund,,9/19/2007,,,,Asante Akim North District Assembly,,2007-09-19,
Asante Akim North District Assembly,2013,CONSTRUCTION OF 1. NO 6-UNIT TEACHERS QUARTERS,other donor,,11/21/2008,,,,Asante Akim North District Assembly,,2008-11-21,
Asante Akim North District Assembly,2013,CONSTRUCTION OF 1NO. 6 UNIT TEACHERS QUARTERS,other donor,,11/14/2008,,,,Asante Akim North District Assembly,,2008-11-14,
Asante Akim North District Assembly,2013,REHABILITATION OF AKOSOMBO MARKET,multiple,11/11/2008,,,,,Asante Akim North District Assembly,2008-11-11,,
Asante Akim North District Assembly,2013,REHABILITATION OF EMERGENCY UNIT,multiple,11/11/2008,,,,,Asante Akim North District Assembly,2008-11-11,,
Asante Akim North District Assembly,2013,REHABILITATION OF MEAT SHOP,multiple,11/11/2008,,,,,Asante Akim North District Assembly,2008-11-11,,
Asante Akim North District Assembly,2013,CONSTRUCTION OF 1NO 6 UNIT TEACHERS QUARTERS,other/unknown,11/11/2008,,,,,Asante Akim North District Assembly,2008-11-11,,
Asante Akim North District Assembly,2013,COMPLETION OF 1 NO. 3-UNIT CLASSROOM BLOCK,dacf,,,,,,Asante Akim North District Assembly,,,
Asante Akim North District Assembly,2013,ROUTINE MAINTENANCE OF ABREWAPONG-BEBOME FEEDER ROAD,dacf,,11/12/2013,,,,Asante Akim North District Assembly,,2013-11-12,
Asante Akim North District Assembly,2013,CONSTRUCTION OF 1NO 6 UNIT CLASSROOM BLOCK,getfund,,9/19/2007,,,,Asante Akim North District Assembly,,2007-09-19,
Asante Akim North District Assembly,2013,CONSTRUCTION OF 1NO 6 UNIT CLASSROOM BLOCK LIBRARY,getfund,,9/19/2007,,,,Asante Akim North District Assembly,,2007-09-19,
Asante Akim North District Assembly,2013,CONSTRUCTION 1 NO 6 UNIT TEACHERS QUARTERS,other donor,,,,,,Asante Akim North District Assembly,,,
Asante Akim North District Assembly,2013,CONSTRUCTION OF 1NO 6 UNIT TEACHER QUARTERS,other donor,,,,,,Asante Akim North District Assembly,,,
Asante Akim North District Assembly,2013,CONSTRUCTION OF SLAUGHTER HOUSE,other donor,11/20/2008,,,,,Asante Akim North District Assembly,2008-11-20,,
Asante Akim North District Assembly,2013,REHABILITATION OF AKOSOMBO MARKET,multiple,11/11/2008,,,,,Asante Akim North District Assembly,2008-11-11,,
Asante Akim North District Assembly,2013,REHABILITATION OF EMERGENCY UNIT,multiple,11/11/2008,,,,,Asante Akim North District Assembly,2008-11-11,,
Asante Akim North District Assembly,2013,REHABILITATION OF MEAT SHOP,multiple,11/11/2008,,,,,Asante Akim North District Assembly,2008-11-11,,
Asante Akim North District Assembly,2013,CONSTRUCTION OF 1NO 6 UNIT TEACHERS QUARTERS,other/unknown,,6/1/2006,,,,Asante Akim North District Assembly,,2006-06-01,
Asante Akim North District Assembly,2013,COMPLETION OF 1 NO 3 UNIT CLASSROOM BLOCK,dacf,,7/18/2013,,,,Asante Akim North District Assembly,,2013-07-18,
Asante Akim North District Assembly,2013,ROUTINE MAINTENANCE OF ABREWAPONG BEBOME FEEDER ROAD,dacf,,11/12/2013,,,,Asante Akim North District Assembly,,2013-11-12,
Asante Akim South District Assembly,2013,CONSTRUCTION AND COMPLETION OF 1 NO 6 UNIT CLASSROOM BLOCK WITH OFFICE STAFF COMMON ROOM STORE AND 4 SEATER KVIP TOILET AT DA PRIMARY,other donor,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,CONSTRUCTION OF 1 NO 6 UNIT CLASSROOM BLOCK WITH OFFICE STORE AND 4 SEATER KVIP TOILET URINAL AT PRESBY PRIMARY SCHOOL,dacf,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNIT CLASSROOM BLOCK WITH OFFICE STAFF COMMON ROOM LIBRARY STORE AND 4 SEATER KVIP TOILET AT DA JHS,ddf,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,CONSTRUCTION OF 1NO 3 UNIT CLASSROOM BLOCK WITH OFFICE STAFF COMMON ROOM LIBRARY STORE AND 4 SEATER KVIP TOILET AT DA JHS,ddf,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,CONSTRUCTION OF 1NO 3 UNIT CLASSROOM BLOCK WITH OFFICE STAFF COMMON ROOM LIBRARY STORE AND 4 SEATER KVIP TOILET AT DA JHS,ddf,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,CONSTRUCTION OF 1NO 20 SEATER KVIP TOILET,ddf,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,CONSTRUCTION OF 1NO 3 UNIT CLASSROOM BLOCKS AT DA PRIMARY,ddf,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,CONSTRUCTION OF ONE NUMBER CHPS CENTRE AT KOKOBIN,ddf,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,CONSTRUCTION AND PAVING OF LORRY PARK PHASE 1,ddf,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,REHABILITATION OF OBOGU MARKET,ddf,,,,,,Asante Akim South District Assembly,,,
Asante Akim South District Assembly,2013,CONSTRUCTION OF PAVEMENT FOR PHYSICALLY CHALLENG TO MARKET CENTERS,dacf,,,,,,Asante Akim South District Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF SHOPPING/COMMERCIAL SPACES,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,PROVISION OF DECENT ACCOMMODATION INFRASTRUCTURE FOR SLUM DWELLERS,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,REHABILITATION OF IRRIGATION FACILITIES,multiple,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,ESTABLISH CATTLE MARKET AND SLAUGHTER HOUSE,multiple,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF TWO (2) STOREY LOCKABLE SHOPS,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF MODERN TWO (2) STOREY LOCKABLE STORES/SHOPS,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF A VEHICLE TERMINAL COMPLEX,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF THREE (3) STOREY LOCKABLE STORES AND SHOPS,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF SEVEN (7) MARKET SHEDS,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF MODERN 2 STOREY LOCKABLE STORES/SHOPS,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT DRAINS ALONG MAJOR ROADS & STREET,multiple,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF 12 TOILET FACILITIES IN ASHAIMAN,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,"CONSTRUCTION OF TWO (2) STOREY MULTI-PURPOSE BUILDING, WASHROOM",igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONVENTION OF 100 HOUSEHOLD PAN LATRINE,multiple,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF RESIDENTIAL ACCOMMODATION FOR STAFF,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,PROVISION AND MAINTENANCE OF STREETLIGHTS IN SOME SELECTED AREAS,multiple,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT 1NO. 2UNIT WARD (PHASE II),igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF 2NO. FOOT BRIDGES,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT GUARD RAIL & WALKWAYS,multiple,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,REHABILITATION AND REFURBISHMENT OF SEWER PUMPING STATION,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,REGULAR EVACUATION OF SOLID WASTE AT UNAUTHORIZED PLACES,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT HUMAN WASTE DIGESTERS TO DEVELOP BIO GAS AND FERTILIZER,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT TOILET FACILITIES FOR ASHAIMAM POLYCLINIC,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT 0.6M CULVERT,other gog,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT 0.9M CULVERT,other gog,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT 1.2M CULVERT,other gog,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT 0.6 DRAINAGE,other gog,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT 0.9M DRAINAGE,other gog,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT 1.2M DRAINAGE,other gog,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,RE-SHAPING OF SELECTED ROADS,multiple,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,MAINTENANCE OF ALL ROADS NETWORK,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,GRAVELLING AT SELECTED,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,PROVIDE OFFICE ACCOMMODATION FOR ENVIRONMENTAL HEALTH UNIT/WASTE MGT DEPARTMENT,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF HEALTH STAFF QUARTERS,multiple,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF 2-NO 12 UNIT CLASSROOM BLOCK,getfund,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT 1NO. 3UNITS KITCHEN FOR TSUIBLEOO CLUSTER OF SCHOOLS,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,ENSURE THE PROVISION OF TOILET FACILITIES IN ALL SCHOOLS,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,REFURBISHMENT OF ICT CENTRE AT GOVERNMENT CLUSTER SCHOOL,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF MCE'S OFFICIAL RESIDENCE,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCTION OF RESIDENTIAL ACCOMMODATION FOR STAFF,igf,,,,,,Ashaiman Municipal Assembly,,,
Ashaiman Municipal Assembly,2013,CONSTRUCT 1NO. FOUR STOREY OFFICE BLOCK (PHASE 1),igf,,,,,,Ashaiman Municipal Assembly,,,
Asikuma/Odoben/Brakwa District Assembly,2013,COMPLETION OF 2 UNIT KINDERGARTEN BLOCK,dacf,,2/27/2012,,,,Asikuma/Odoben/Brakwa District Assembly,,2012-02-27,
Asikuma/Odoben/Brakwa District Assembly,2013,COMPLETION OF 2 UNIT KINDERGARTEN BLOCK,dacf,,2/27/2012,,,,Asikuma/Odoben/Brakwa District Assembly,,2012-02-27,
Asikuma/Odoben/Brakwa District Assembly,2013,COMPLETION OF 2 UNIT KINDERGARTEN BLOCK,dacf,,2/27/2012,,,,Asikuma/Odoben/Brakwa District Assembly,,2012-02-27,
Asikuma/Odoben/Brakwa District Assembly,2013,COMPLETION OF 2 UNIT KINDERGARTEN BLOCK,dacf,,2/27/2012,,,,Asikuma/Odoben/Brakwa District Assembly,,2012-02-27,
Asikuma/Odoben/Brakwa District Assembly,2013,COMPLETION OF 2 UNIT KINDERGARTEN BLOCK,dacf,,2/27/2012,,,,Asikuma/Odoben/Brakwa District Assembly,,2012-02-27,
